Date,Open,High,Low,Close,Volume
3/10/2020 16:00:00,307.97,309.73,294.42,309.4,4245488
3/11/2020 16:00:00,300.86,307.79,294.19,297.43,3625906
3/12/2020 16:00:00,280.44,295.63,276.34,279.85,7307637
3/13/2020 16:00:00,288.83,303.25,278.27,302.27,6100115
3/16/2020 16:00:00,281.83,299.53,279.51,283.18,5465540
3/17/2020 16:00:00,289,307.19,286.3,306.99,7170645
3/18/2020 16:00:00,298,318,296,307.5,6701800
3/19/2020 16:00:00,310.41,313.85,302.63,305.22,5429502
3/20/2020 16:00:00,307.92,308.01,287.02,290.42,6581183
3/23/2020 16:00:00,292.01,295.67,278.42,285.53,5646352
3/24/2020 16:00:00,294.59,297.35,282.83,284.94,7124190
3/25/2020 16:00:00,284.21,290.72,279.21,280.86,5639577
3/26/2020 16:00:00,281.34,293.73,280.86,292.3,5471961
3/27/2020 16:00:00,287.13,293.49,283.33,284.33,4250350
3/30/2020 16:00:00,287.49,291.68,285.84,291.12,4395977
3/31/2020 16:00:00,287.42,291.52,284,285.13,5623886
4/1/2020 16:00:00,282.36,288.8,280.9,286.78,3745783
4/2/2020 16:00:00,284.38,292.78,282.82,291.48,3500595
4/3/2020 16:00:00,289.16,292.34,285.8,288.65,2650063
4/6/2020 16:00:00,293,305.49,289.57,305.12,5272534
4/7/2020 16:00:00,306.5,310,303.22,303.63,4036513
4/8/2020 16:00:00,305.11,307.42,302.28,305.97,3964434
4/9/2020 16:00:00,299.45,304.35,297.58,300.01,6492651
4/13/2020 16:00:00,298.58,303.95,297.66,299.62,3120354
4/14/2020 16:00:00,302.75,314.75,301.25,314.14,4288349
4/15/2020 16:00:00,311.64,313.75,306.82,310.27,2937330
4/16/2020 16:00:00,314.73,322.63,312.04,321.56,3940021
4/17/2020 16:00:00,321.31,322.13,314.02,317.92,3688002
4/20/2020 16:00:00,317.95,318.38,311.53,312.08,3156287
4/21/2020 16:00:00,311.14,311.89,299.35,301.33,3832994
4/22/2020 16:00:00,304,311.13,302.04,309.42,2971194
4/23/2020 16:00:00,307.03,309.64,304.79,305.4,2625238
4/24/2020 16:00:00,307.33,310.83,305.51,310.55,2020576
4/27/2020 16:00:00,313.05,313.29,307.59,308.78,2287280
4/28/2020 16:00:00,310.83,311.27,304.28,304.95,2425940
4/29/2020 16:00:00,304.95,308.68,301.12,307.09,3667703
4/30/2020 16:00:00,306.15,307.9,302.57,303,3794292
5/1/2020 16:00:00,301.78,304.82,300.18,301.92,2525566
5/4/2020 16:00:00,303,305.53,300.07,304.49,2477537
5/5/2020 16:00:00,305.06,309.8,303.44,307.92,2461329
5/6/2020 16:00:00,309.92,311.04,306.54,308.89,2406651
5/7/2020 16:00:00,309.34,309.87,304.53,305,2606254
5/8/2020 16:00:00,305.9,307.18,303.7,305.94,2339313
5/11/2020 16:00:00,305.64,311.83,305,310.33,1865889
5/12/2020 16:00:00,310.84,311.55,304.79,304.84,2264914
5/13/2020 16:00:00,304.84,306.4,300.12,302.14,2954935
5/14/2020 16:00:00,301.01,302.88,294.54,299.74,3718907
5/15/2020 16:00:00,299.07,299.83,295.86,299.21,4577214
5/18/2020 16:00:00,301.72,303.19,299.92,302.76,3989551
5/19/2020 16:00:00,304.62,309.02,303.15,304.63,3522987
5/20/2020 16:00:00,306.77,307.92,303.2,304.91,2826982
5/21/2020 16:00:00,304.79,305.04,301.25,301.97,2492065
5/22/2020 16:00:00,302.01,303.94,300.83,302.43,2366382
5/26/2020 16:00:00,306.01,306.9,303.53,304.8,3234571
5/27/2020 16:00:00,304.56,306.31,299.47,306.01,2980169
5/28/2020 16:00:00,307.25,311,306.9,309.56,4331638
5/29/2020 16:00:00,304.2,308.88,302.35,308.47,4986799
6/1/2020 16:00:00,307.9,309.74,306.46,308.29,2295127
6/2/2020 16:00:00,307.95,309.02,304.72,307.09,2528938
6/3/2020 16:00:00,307.5,308.2,305.92,306.64,2165864
6/4/2020 16:00:00,310.85,315.35,309.09,310.75,4553928
6/5/2020 16:00:00,313.13,313.63,307.29,312.04,4375602
6/8/2020 16:00:00,310.66,311.29,306.46,307.19,3764466
6/9/2020 16:00:00,307.5,308.6,305.17,305.55,3155845
6/10/2020 16:00:00,306.48,308.63,305.65,307.33,2713706
6/11/2020 16:00:00,306.99,309.2,300.64,300.83,3443012
6/12/2020 16:00:00,302.67,305.15,296.25,298.7,4020006
6/15/2020 16:00:00,297.05,298.07,293.84,297.18,3273164
6/16/2020 16:00:00,301.35,302.74,299.22,301.36,2641785
6/17/2020 16:00:00,301.02,302,298.9,299.61,2188401
6/18/2020 16:00:00,300,300.81,297.79,299.57,1881774
6/19/2020 16:00:00,300.18,301.9,298.64,299.9,3432670
6/22/2020 16:00:00,299.7,301.48,298.25,300.45,2094436
6/23/2020 16:00:00,301.73,304.9,300.73,301.29,2409639
6/24/2020 16:00:00,300.77,301.28,296.6,298.02,2398089
6/25/2020 16:00:00,297.06,301.15,295.4,300.53,2274283
6/26/2020 16:00:00,300.41,302.12,295.95,296.56,2865999
6/29/2020 16:00:00,297.44,301.63,296.83,301.59,1841733
6/30/2020 16:00:00,301.01,304.62,300.14,303.21,2392034
7/1/2020 16:00:00,302.5,305.58,300.75,304.75,1906372
7/2/2020 16:00:00,306,308.92,304.6,305.74,2540480
7/6/2020 16:00:00,307.53,311.56,307.24,311.49,2332442
7/7/2020 16:00:00,310.02,318.05,309.72,316.23,3346634
7/8/2020 16:00:00,317.14,318.05,314.01,316.32,2364495
7/9/2020 16:00:00,320,328.98,319.68,325.54,5313636
7/10/2020 16:00:00,326,327.4,323.11,326.23,2484088
7/13/2020 16:00:00,326.3,329.11,321.5,322.92,2583423
7/14/2020 16:00:00,321.32,328.66,320.45,328,1844806
7/15/2020 16:00:00,328.1,329.32,325.62,326.7,1770661
7/16/2020 16:00:00,326.62,327.9,324.06,326.27,1402091
7/17/2020 16:00:00,327.3,327.8,324.58,324.79,1768460
7/20/2020 16:00:00,324.89,327.44,322.66,326.51,1863548
7/21/2020 16:00:00,327,331.49,326.5,327.74,1874532
7/22/2020 16:00:00,329.65,329.66,325.01,328.3,1313011
7/23/2020 16:00:00,328.1,330.38,325.33,326.11,1561673
7/24/2020 16:00:00,326.22,328.75,324.67,325.78,1423600
7/27/2020 16:00:00,325.68,329,325.18,327.6,2083279
7/28/2020 16:00:00,327.97,330,325.82,327.57,1374015
7/29/2020 16:00:00,327.02,328.04,325.39,326.14,1341333
7/30/2020 16:00:00,322.69,326.45,322,324.82,1390255
7/31/2020 16:00:00,324.82,326.31,322.55,325.53,2150823
8/3/2020 16:00:00,325.55,329.89,324.3,329.32,2481263
8/4/2020 16:00:00,329.56,339.82,328.92,339.79,3933264
8/5/2020 16:00:00,341.86,342.73,337.59,339.97,2927467
8/6/2020 16:00:00,342.41,345.12,341.61,343.31,2104513
8/7/2020 16:00:00,343.14,344.73,339.63,340.91,1759041
8/10/2020 16:00:00,340.71,341.07,338.58,340,1503771
8/11/2020 16:00:00,340.85,340.85,331.8,332.43,2065571
8/12/2020 16:00:00,333.75,338.9,333.17,336.76,1854172
8/13/2020 16:00:00,336.99,339.46,335.13,335.7,1536633
8/14/2020 16:00:00,336.53,338.76,335.6,336.28,1522984
8/17/2020 16:00:00,337.65,340.37,337.36,339.96,1504934
8/18/2020 16:00:00,341,342.8,336.81,340.75,1489444
8/19/2020 16:00:00,341.12,341.94,339.95,340.9,1730080
8/20/2020 16:00:00,340.14,341.66,338.74,340.87,1717482
8/21/2020 16:00:00,340.07,345.84,339.33,344.61,2372580
8/24/2020 16:00:00,345.11,346.11,342.11,344.13,1461915
8/25/2020 16:00:00,344.14,344.91,341.46,344.71,1176166
8/26/2020 16:00:00,343.01,344.83,341.69,344.27,1757268
8/27/2020 16:00:00,345.61,347.74,342.55,346.36,2221007
8/28/2020 16:00:00,347.47,349.06,345.5,348.37,1487324
8/31/2020 16:00:00,346.85,348.75,344.29,347.66,1586941
9/1/2020 16:00:00,345.71,351.49,345.41,351.38,1774856
9/2/2020 16:00:00,353.61,359.92,351.31,358.86,2434933
9/3/2020 16:00:00,363.07,363.67,345.52,348.3,3630441
9/4/2020 16:00:00,353.98,353.98,340.4,346.57,2557093
9/8/2020 16:00:00,343.84,344.92,338.18,338.86,2144332
9/9/2020 16:00:00,340.9,349.7,340.39,346.43,2100864
9/10/2020 16:00:00,346.27,348,338.76,339.53,1959599
9/11/2020 16:00:00,340.28,343.26,336.1,339.13,1599904
9/14/2020 16:00:00,340.99,344.84,340.47,342.92,1522316
9/15/2020 16:00:00,345.02,347.76,342.75,343.91,1362499
9/16/2020 16:00:00,347.27,348.76,343.25,343.73,1657876
9/17/2020 16:00:00,339.58,342.89,336.37,338.88,2681457
9/18/2020 16:00:00,340.2,341.22,331.2,335.96,3409322
9/21/2020 16:00:00,333.97,339.62,333.71,339.57,2427359
9/22/2020 16:00:00,340.7,344.9,339.59,344.45,2128063
9/23/2020 16:00:00,348,348.25,344.06,344.63,3577124
9/24/2020 16:00:00,345,347.33,338.31,347,5779283
9/25/2020 16:00:00,340.74,343.77,335.36,342.58,7338492
9/28/2020 16:00:00,343.76,349.77,343.1,349.62,3459192
9/29/2020 16:00:00,348.95,354.29,347.1,352.14,2526612
9/30/2020 16:00:00,352.56,357.7,351.17,355,2525800
10/1/2020 16:00:00,356.26,359.69,354.82,358.46,2052988
10/2/2020 16:00:00,354.73,357.84,352.85,355.01,2124977
10/5/2020 16:00:00,355.33,358.98,355.33,358.58,2093540
10/6/2020 16:00:00,361.9,363,357.04,358.35,2760443
10/7/2020 16:00:00,360.47,364.74,359.66,363.02,1959147
10/8/2020 16:00:00,364.8,365.97,361.75,365.09,1793133
10/9/2020 16:00:00,366,369.75,365.7,369.46,1730688
10/12/2020 16:00:00,371,380.66,370.77,376.48,2806875
10/13/2020 16:00:00,378.42,382.29,376.48,380.68,1823278
10/14/2020 16:00:00,382.89,383.87,376.7,378.34,1905710
10/15/2020 16:00:00,376.46,378.36,373.06,376.58,1699338
10/16/2020 16:00:00,380.5,384.87,379.12,381.54,2460490
10/19/2020 16:00:00,382.03,383.09,374.71,375.56,1938064
10/20/2020 16:00:00,377.69,382.08,376.12,378.31,1282650
10/21/2020 16:00:00,378.56,381.28,377.02,377.82,1466495
10/22/2020 16:00:00,377.35,378.38,372.03,375.75,1813550
10/23/2020 16:00:00,375.61,376.52,373.56,374.6,1107978
10/26/2020 16:00:00,366.68,372.63,366.12,370.71,2144995
10/27/2020 16:00:00,368.77,374.91,368.77,372.72,1525684
10/28/2020 16:00:00,367.33,372.41,364.67,364.96,1908295
10/29/2020 16:00:00,363.23,369.09,362.51,364.86,1838468
10/30/2020 16:00:00,361.13,363.85,355.79,357.62,2724917
11/2/2020 16:00:00,362.22,365.66,360.71,364.39,1646349
11/3/2020 16:00:00,368.94,374.8,367.89,371.96,2013103
11/4/2020 16:00:00,374.02,381.64,374,376.17,2450234
11/5/2020 16:00:00,382.48,386.58,379.5,385.23,2255767
11/6/2020 16:00:00,381.88,386.8,380.89,385.66,1950329
11/9/2020 16:00:00,388.25,389.5,364.76,365,4371322
11/10/2020 16:00:00,363.88,371.54,360.59,366.62,2662644
11/11/2020 16:00:00,369.68,374.7,368.16,372.92,1688755
11/12/2020 16:00:00,376.95,378.24,373.5,375.71,1537419
11/13/2020 16:00:00,376.52,379.83,374.99,378.84,1275252
11/16/2020 16:00:00,376.91,381.28,376.91,379.79,1691460
11/17/2020 16:00:00,387.32,388.48,381.79,381.92,3299130
11/18/2020 16:00:00,382.89,388.05,381.73,382.23,2134609
11/19/2020 16:00:00,383.61,384.71,380.31,383.54,1768904
11/20/2020 16:00:00,383.95,385.5,381.01,381.12,1809463
11/23/2020 16:00:00,383,383.06,380.34,381.71,1685136
11/24/2020 16:00:00,383.69,386.05,380.71,384.22,2065672
11/25/2020 16:00:00,385.79,388.34,385.56,387.75,2034236
11/27/2020 13:00:00,390.46,390.67,387.75,388.39,1329425
11/30/2020 16:00:00,391.75,393.15,385.23,391.77,3733758
12/1/2020 16:00:00,384.5,388.07,381.18,387.56,2998441
12/2/2020 16:00:00,385.47,386.88,381.57,383.5,2212845
12/3/2020 16:00:00,378,378.73,373.28,374.05,3976442
12/4/2020 16:00:00,375.21,375.31,371.89,373.43,2839727
12/7/2020 16:00:00,374.27,376.5,372.65,373.33,2652928
12/8/2020 16:00:00,373.95,379.52,370.75,377.6,2685523
12/9/2020 16:00:00,379.88,381,372.8,374.29,2461551
12/10/2020 16:00:00,374.29,375,371.56,372.79,2566344
12/11/2020 16:00:00,379.77,379.77,372.54,375.1,3483947
12/14/2020 16:00:00,376.56,378.18,373.21,374.38,2778433
12/15/2020 16:00:00,374.5,375.69,369.3,371.88,2137136
12/16/2020 16:00:00,371.16,372.84,368.85,369.44,2385081
12/17/2020 16:00:00,370.26,370.97,368,370.29,2314176
12/18/2020 16:00:00,371.1,371.36,365.93,367,4140033
12/21/2020 16:00:00,365.09,366.12,361.81,364.97,2329659
12/22/2020 16:00:00,364.1,364.76,360.61,362.03,2106626
12/23/2020 16:00:00,362.45,363.1,359.5,361.89,1782110
12/24/2020 13:00:00,361.41,365.34,361.41,364.58,972522
12/28/2020 16:00:00,365.5,371.69,365.08,371.06,3207654
12/29/2020 16:00:00,372.25,373.26,370.26,372.72,2072603
12/30/2020 16:00:00,374.2,375.86,373.28,374.45,1777985
12/31/2020 16:00:00,374.99,377.04,372.46,376.78,1628904
1/4/2021 16:00:00,377.43,381.55,374.81,380.15,3322184
1/5/2021 16:00:00,378.86,380.21,375.25,375.74,2748442
1/6/2021 16:00:00,373.82,375.8,369.65,370.02,2661436
1/7/2021 16:00:00,371.01,371.65,366.79,367.92,2849525
1/8/2021 16:00:00,368.12,370.26,364.29,369.94,2599696
1/11/2021 16:00:00,368.58,371,363.86,364.01,2564790
1/12/2021 16:00:00,364,365.07,360.25,364.2,2387580
1/13/2021 16:00:00,364.37,368.74,363,366.95,1968804
1/14/2021 16:00:00,366,366.5,361.56,362.35,2363869
1/15/2021 16:00:00,361.06,364.91,360.8,362.16,2340396
1/19/2021 16:00:00,362.36,362.95,352.44,354.47,4533829
1/20/2021 16:00:00,354.39,361.9,353.41,361.3,2767231
1/21/2021 16:00:00,361.3,363.99,359.94,362.8,2122581
1/22/2021 16:00:00,363.2,364.63,359.85,362.3,1960295
1/25/2021 16:00:00,360.86,361.96,356.82,361.88,2735901
1/26/2021 16:00:00,360.2,365.9,358.88,364.98,1806952
1/27/2021 16:00:00,362.99,365.8,354.85,356.39,3120813
1/28/2021 16:00:00,356.85,361.61,356.07,357.06,2251115
1/29/2021 16:00:00,354.75,356.29,351.88,352.43,2598738
2/1/2021 16:00:00,351.21,352.79,349.21,350.52,2371160
2/2/2021 16:00:00,351.76,357.7,350.72,355.58,1905007
2/3/2021 16:00:00,356.23,357.53,353.21,355.21,1759821
2/4/2021 16:00:00,356.71,358.38,353.85,355.85,3411624
2/5/2021 16:00:00,356.55,356.85,354.1,355.17,2165628
2/8/2021 16:00:00,356.57,360.04,355.57,359.83,2520650
2/9/2021 16:00:00,360.04,361.67,358.3,359.56,2153966
2/10/2021 16:00:00,361,361,355.12,356.12,2162400
2/11/2021 16:00:00,355.73,356.5,351.39,352.2,2088355
2/12/2021 16:00:00,351.99,352.98,350.1,352.75,2096607
2/16/2021 16:00:00,353.08,355.36,352.04,354,1829035
2/17/2021 16:00:00,353.11,358.17,351.91,358.04,2145058
2/18/2021 16:00:00,352.28,358.2,352.28,356.92,1915706
2/19/2021 16:00:00,356.69,357.93,354.58,354.77,1839533
2/22/2021 16:00:00,352.75,353.29,348.82,350.21,2215579
2/23/2021 16:00:00,349.8,351,342.03,342.15,3692638
2/24/2021 16:00:00,341.79,342.5,337.89,340.7,3305848
2/25/2021 16:00:00,340.85,343,333.35,333.9,3618077
2/26/2021 16:00:00,335.51,335.89,330.94,331,3362224
3/1/2021 16:00:00,335.21,336,331.36,331.77,4656825
3/2/2021 16:00:00,333.69,334.69,328.42,328.46,4660068
3/3/2021 16:00:00,328.17,328.42,323.76,323.92,4064203
3/4/2021 16:00:00,323.37,325.6,315.04,319.04,5501245
3/5/2021 16:00:00,315.33,318.43,307,317.32,8102777
3/8/2021 16:00:00,318.91,322.33,310.92,311.42,4873459
3/9/2021 16:00:00,313.76,320.28,312.71,318.78,5426779
3/10/2021 16:00:00,321.14,327.39,317.32,323.83,4523512
3/11/2021 16:00:00,330.41,331.25,326.72,328.65,4338898
3/12/2021 16:00:00,328.1,331.63,325.6,331.14,3182073
3/15/2021 16:00:00,333.6,333.68,327.32,330.51,3244291
3/16/2021 16:00:00,329.67,330.03,326.64,327.25,3066700
3/17/2021 16:00:00,326,330.5,324.12,329.19,2672370
3/18/2021 16:00:00,326.48,328.14,322.38,322.98,2738244
3/19/2021 16:00:00,323.61,329.25,322.39,328.91,4859256
3/22/2021 16:00:00,328.45,336.17,328.19,334.49,4064876
3/23/2021 16:00:00,333.89,342.51,333.8,340.34,3641218
3/24/2021 16:00:00,342.22,342.51,336.83,338.04,3006369
3/25/2021 16:00:00,337.81,347.78,337.27,346.34,4307145
3/26/2021 16:00:00,346.21,352.46,344.1,352.02,3061215
3/29/2021 16:00:00,351.45,357.77,351.01,356.15,3011985
3/30/2021 16:00:00,353.58,354.77,348.84,349.75,2602426
3/31/2021 16:00:00,350.66,357.45,349.23,352.48,2832221
4/1/2021 16:00:00,352.54,357.32,351.63,354.94,2938607
4/5/2021 16:00:00,357.5,362.67,356.84,360.82,2705656
4/6/2021 16:00:00,359.8,362.8,359,360.12,2142011
4/7/2021 16:00:00,360.87,361.46,357.61,358.81,1808369
4/8/2021 16:00:00,362.8,366.02,359.6,361.22,2839157
4/9/2021 16:00:00,360.91,363.71,359.6,363.21,1610750
4/12/2021 16:00:00,362.84,365.25,361.34,364.81,1836606
4/13/2021 16:00:00,365.34,367.3,364.27,365.21,1796367
4/14/2021 16:00:00,364.85,364.85,362.55,363.17,1509408
4/15/2021 16:00:00,364.88,369.55,364.27,368.8,1850332
4/16/2021 16:00:00,369.7,372.8,368.58,370.72,2249168
4/19/2021 16:00:00,371,371.53,368.2,369.55,1560002
4/20/2021 16:00:00,369,375.36,368.73,371.73,2330659
4/21/2021 16:00:00,371.61,374.58,371.47,374.09,1532098
4/22/2021 16:00:00,374.34,375.44,370.03,371.26,2138003
4/23/2021 16:00:00,371.26,374.85,370.41,373.28,1404929
4/26/2021 16:00:00,373.9,373.9,368.21,368.52,2059737
4/27/2021 16:00:00,368.17,370.96,365.29,370.21,1875871
4/28/2021 16:00:00,369.55,370.5,368.18,369.59,1305602
4/29/2021 16:00:00,368.54,374.71,368.53,373.54,1848301
4/30/2021 16:00:00,372.91,374.16,371.33,372.09,2118990
5/3/2021 16:00:00,373.84,379.62,372.89,379.32,2685849
5/4/2021 16:00:00,379.03,379.23,373.75,375.29,2133796
5/5/2021 16:00:00,376.35,377.52,372.05,372.5,1905324
5/6/2021 16:00:00,373.19,382.94,373.19,382.76,2641378
5/7/2021 16:00:00,382.83,386.45,382.2,384.32,1817365
5/10/2021 16:00:00,385.49,387.89,381.28,381.48,1998663
5/11/2021 16:00:00,379.31,380.92,376,378.18,1859681
5/12/2021 16:00:00,376,376.94,371.11,372.2,2344572
5/13/2021 16:00:00,373.09,381.44,371.57,379.53,2023855
5/14/2021 16:00:00,382.14,385.82,380.1,384.42,1876138
5/17/2021 16:00:00,385.04,387.05,382.9,383.96,1830769
5/18/2021 16:00:00,386.45,389.45,382.51,382.81,1698198
5/19/2021 16:00:00,377.15,381.73,376.13,379.66,1725320
5/20/2021 16:00:00,379.18,384.52,378.28,383.58,1427343
5/21/2021 16:00:00,385.05,385.35,380.43,380.72,1706560
5/24/2021 16:00:00,384.34,385.76,381.89,383.45,1657024
5/25/2021 16:00:00,383.62,385.74,382.03,385.38,1379749
5/26/2021 16:00:00,385.86,387.75,385.02,385.62,1647955
5/27/2021 16:00:00,385.13,387.77,383.5,387.5,4452001
5/28/2021 16:00:00,384.15,385.31,377.03,378.27,4682400
6/1/2021 16:00:00,379.93,380.2,375.5,378.23,2117770
6/2/2021 16:00:00,378.38,381.92,377.71,380.59,1881042
6/3/2021 16:00:00,379.64,384.19,378.86,383.87,1780524
6/4/2021 16:00:00,384.19,387.76,383.71,387.52,1765934
6/7/2021 16:00:00,385.47,386.45,378.57,380.4,2515804
6/8/2021 16:00:00,380.41,381.21,377.69,379.7,1554048
6/9/2021 16:00:00,380.21,381.78,379.13,379.96,1399154
6/10/2021 16:00:00,380.27,383.36,379.49,383.01,1404154
6/11/2021 16:00:00,383.86,383.86,380.53,381.83,1404299
6/14/2021 16:00:00,380.79,383.98,379.08,383.76,1652625
6/15/2021 16:00:00,383.76,384.5,381.56,383.91,1252017
6/16/2021 16:00:00,384.4,386.44,377.12,379.41,1801720
6/17/2021 16:00:00,380.38,386.47,379.21,384.75,1686533
6/18/2021 16:00:00,384.75,384.91,380.3,380.88,3415714
6/21/2021 16:00:00,382.25,387.65,380.56,386.8,1631569
6/22/2021 16:00:00,387.02,392.5,386.56,392.18,1934772
6/23/2021 16:00:00,393,393.44,390.59,391.97,1538035
6/24/2021 16:00:00,393.42,395.5,391.8,392.07,1487380
6/25/2021 16:00:00,392.97,394.55,391.25,394.51,2056384
6/28/2021 16:00:00,395,397.42,393.13,396.54,1645500
6/29/2021 16:00:00,396.3,399.44,395.47,398.79,1523560
6/30/2021 16:00:00,397.97,400.47,395,395.67,2031670
7/1/2021 16:00:00,396.3,397.69,393.88,394.53,1523396
7/2/2021 16:00:00,396.21,400.77,396.11,398.94,1677408
7/6/2021 16:00:00,399.84,401.4,397.11,398.86,2113374
7/7/2021 16:00:00,399.2,406.12,399.2,404.68,2308605
7/8/2021 16:00:00,403.5,408.64,403.16,407.15,2235549
7/9/2021 16:00:00,408.55,414,407.59,412.37,2304223
7/12/2021 16:00:00,414.04,414.35,404.53,407.88,2491334
7/13/2021 16:00:00,404.7,409.29,404.7,407.06,1540373
7/14/2021 16:00:00,408.58,410.47,407.26,409.95,1265817
7/15/2021 16:00:00,410.46,412.2,407.88,411.82,1894087
7/16/2021 16:00:00,412.12,413.42,409.77,410.37,1414087
7/19/2021 16:00:00,410.06,415.32,410.05,414.15,2293142
7/20/2021 16:00:00,414,418.07,412.85,416.24,2045376
7/21/2021 16:00:00,417.11,417.11,412.22,415.01,1480316
7/22/2021 16:00:00,416,418.6,413.55,417.54,1339236
7/23/2021 16:00:00,418.29,423.99,417.05,423.43,1344487
7/26/2021 16:00:00,423.4,424.5,420.35,423.23,1220157
7/27/2021 16:00:00,424,424.56,421.6,424.34,1666513
7/28/2021 16:00:00,423.27,424.86,420.54,422.22,1362771
7/29/2021 16:00:00,421.68,425.85,420.36,425.28,1434216
7/30/2021 16:00:00,425.98,431.5,425.94,429.72,2284040
8/2/2021 16:00:00,430.62,430.71,425.48,428.92,1367176
8/3/2021 16:00:00,429.92,436.8,429.12,435.07,1448146
8/4/2021 16:00:00,436,437.99,432.89,435.04,1280471
8/5/2021 16:00:00,437.75,443.5,436.73,443.19,1742634
8/6/2021 16:00:00,442.73,443.46,438.9,439.63,1789843
8/9/2021 16:00:00,440.65,442.78,439.31,440.47,1472778
8/10/2021 16:00:00,440.66,443.8,440.66,443.03,1893669
8/11/2021 16:00:00,445.5,448,441.8,444.3,2267691
8/12/2021 16:00:00,443,446.63,442.25,445.36,1230906
8/13/2021 16:00:00,445.78,448.36,444.54,447.82,1309261
8/16/2021 16:00:00,447.91,453.19,447.05,452.86,1515994
8/17/2021 16:00:00,452.86,453.78,449.7,452.34,1936682
8/18/2021 16:00:00,450.96,455.24,445.9,446.21,2030106
8/19/2021 16:00:00,442.95,455.5,441.31,454.26,1953733
8/20/2021 16:00:00,455.49,460.62,453.66,458.99,1911198
8/23/2021 16:00:00,457.27,459.06,454.59,454.93,1835928
8/24/2021 16:00:00,455.25,455.39,450.3,451.79,1541681
8/25/2021 16:00:00,450.83,452.82,447.32,451.23,1520567
8/26/2021 16:00:00,451.23,452.48,446.7,449.31,1418645
8/27/2021 16:00:00,449.31,451.62,446.8,450.34,1310420
8/30/2021 16:00:00,451.04,456.59,450.44,455.93,1220030
8/31/2021 16:00:00,456.14,456.88,452.44,455.49,1699018
9/1/2021 16:00:00,455.48,456.68,451.85,456.52,1325361
9/2/2021 16:00:00,459.42,461.44,458.39,460.97,1455945
9/3/2021 16:00:00,459,463.6,459,462.55,1303809
9/7/2021 16:00:00,462.5,463.2,457.63,459.6,1463507
9/8/2021 16:00:00,459.11,465.83,458.08,465.7,1372045
9/9/2021 16:00:00,467.34,469.77,465.24,465.94,1398718
9/10/2021 16:00:00,467.17,468.4,463.2,465.16,1324815
9/13/2021 16:00:00,467.06,468.24,458.2,459.66,1679467
9/14/2021 16:00:00,460.95,462.2,457.42,458.41,1383887
9/15/2021 16:00:00,458.24,462.25,456.14,460.73,1770339
9/16/2021 16:00:00,460.79,463.77,456.57,463.31,1577709
9/17/2021 16:00:00,461.62,462.82,457.02,459.51,3411408
9/20/2021 16:00:00,456.63,460.95,446.62,451.14,2602049
9/21/2021 16:00:00,451.14,456.84,450.16,452.11,1531266
9/22/2021 16:00:00,454.7,455.35,449.84,452.33,1380811
9/23/2021 16:00:00,452.3,455.55,451.1,452.78,2061230
9/24/2021 16:00:00,455.98,468.72,455,467.75,3353758
9/27/2021 16:00:00,465.55,470.49,457.24,460.56,2526024
9/28/2021 16:00:00,457.14,457.5,445.67,447.35,2632660
9/29/2021 16:00:00,449.87,456,448.9,451.79,1921956
9/30/2021 16:00:00,453.62,455.36,449.3,449.35,1837244
10/1/2021 16:00:00,449.73,451.08,440.76,448.33,1860677
10/4/2021 16:00:00,448.34,449.35,436.17,440.14,2263953
10/5/2021 16:00:00,439.58,449.11,439.25,446.24,1808749
10/6/2021 16:00:00,443.93,449.78,442.38,449.34,1334571
10/7/2021 16:00:00,456.47,459.59,452.07,452.87,1966239
10/8/2021 16:00:00,455.44,455.75,450,451.85,1545827
10/11/2021 16:00:00,450.04,453.69,449.54,449.7,1011739
10/12/2021 16:00:00,450.15,452.85,445.75,446.87,1380868
10/13/2021 16:00:00,448.54,450.51,444.07,445.3,1622100
10/14/2021 16:00:00,447.11,451.7,446.5,450.66,1481358
10/15/2021 16:00:00,453.89,453.94,449.18,452.39,1494790
10/18/2021 16:00:00,449.61,462.35,448.5,461.95,2141552
10/19/2021 16:00:00,463,467.16,460.31,467.08,1365302
10/20/2021 16:00:00,468.52,472.5,467.84,469.77,1353062
10/21/2021 16:00:00,469.77,477.65,469.08,477.23,1423275
10/22/2021 16:00:00,478.99,485.03,478.57,481.99,1710335
10/25/2021 16:00:00,481.99,492.21,479.5,490.1,1903424
10/26/2021 16:00:00,482.13,488.25,481.23,485.53,2378585
10/27/2021 16:00:00,483.85,491.5,483.56,489.11,1741794
10/28/2021 16:00:00,486.96,491.83,486.48,490.53,1362377
10/29/2021 16:00:00,486.78,494.17,486.66,491.54,2471597
11/1/2021 16:00:00,494.15,494.89,487.2,491.87,1548739
11/2/2021 16:00:00,494.74,499.49,492.72,496.99,2012216
11/3/2021 16:00:00,501.34,502.96,495.75,502.33,1856258
11/4/2021 16:00:00,507.01,520.21,506.01,515.62,2615013
11/5/2021 16:00:00,514.77,517.9,508.63,513.12,2071735
11/8/2021 16:00:00,513.41,513.41,500.2,503.81,2834829
11/9/2021 16:00:00,505.12,509.1,504.06,508.71,1881803
11/10/2021 16:00:00,508.26,510.36,503.77,505.51,1226628
11/11/2021 16:00:00,506.2,512.5,504.04,512.18,1227331
11/12/2021 16:00:00,514.25,519.66,513.23,517.17,1780234
11/15/2021 16:00:00,518.49,523.1,518.01,519.89,1392349
11/16/2021 16:00:00,519.84,528.3,517.41,526.72,1690708
